User_id,Coupon_id,Date_received,Probability
2723083,4277,20160724,0.014340097
4177675,9983,20160721,0.11640875
4177675,13602,20160719,0.013058925
6790678,13602,20160723,0.015410641
3531019,8059,20160717,0.0076077194
7343638,8059,20160704,0.022430528
3021067,13320,20160722,0.033276014
2773771,4727,20160725,0.028025161
4286998,13602,20160711,0.02197391
6385174,9983,20160712,0.0059505277
2933515,9983,20160703,0.01846842
2933515,13602,20160702,0.0058481307
6925846,13602,20160714,0.015600277
6925846,9983,20160721,0.0050148624
5617174,5785,20160725,0.039974693
6667798,9983,20160710,0.05216458
6667798,8499,20160725,0.08124678
6667798,13602,20160704,0.4105251
5887510,3093,20160704,0.2028144
5887510,8215,20160704,0.17772363
5887510,9002,20160704,0.21376705
3469579,2978,20160711,0.023357943
5368342,13602,20160727,0.02989015
6157846,13602,20160722,0.0053219274
6427162,1904,20160708,0.017326241
6427162,11894,20160708,0.016314978
7228954,9983,20160714,0.03324271
6728218,3992,20160707,0.022386711
6992410,1971,20160706,0.04641487
6992410,1971,20160701,0.08366015
6992410,1971,20160708,0.033961512
6992410,1971,20160705,0.055570982
6992410,1971,20160711,0.040365014
3909901,9983,20160726,0.017067613
6783514,13602,20160729,0.026087323
6783514,9983,20160731,0.024678934
6783514,12154,20160729,0.16938663
4694554,10418,20160711,0.012734291
4694554,13602,20160721,0.006985186
4694554,2978,20160710,0.018794365
4694554,10438,20160703,0.009870927
5238298,11799,20160729,0.008845307
2886925,2978,20160722,0.10756798
2891533,13602,20160731,0.024259815
2635021,1808,20160730,0.05166553
2635021,6928,20160730,0.025191765
5275162,2601,20160707,0.0070526702
2247949,13602,20160707,0.006659177
2247949,1589,20160710,0.74682647
2247949,1589,20160721,0.17767526
2247949,9983,20160730,0.011059198
6335002,9793,20160714,0.05753577
6599194,3429,20160710,0.011016641
6608410,8012,20160721,0.06338208
3048205,10438,20160712,0.0077620633
3048205,10418,20160701,0.013366934
3837709,9983,20160720,0.0051746587
2800909,13602,20160727,0.03977019
5880346,13602,20160721,0.012662607
5880346,8901,20160703,0.13554785
6153754,8059,20160724,0.008217742
5393950,13602,20160720,0.038550355
6976030,9718,20160702,0.045146167
2846479,10438,20160711,0.008074024
6223390,9983,20160710,0.016128534
3639055,9983,20160701,0.009493669
2872591,13602,20160713,0.040727094
3531535,8059,20160702,0.013803567
3531535,10418,20160704,0.014773708
3531535,9983,20160702,0.013789429
3531535,3429,20160704,0.0106281405
5510686,8059,20160712,0.008563264
5510686,3429,20160704,0.020967359
3937039,10990,20160710,0.11567834
6039070,8059,20160715,0.05088582
6039070,13803,20160707,0.12731507
6039070,9983,20160726,0.032237086
6039070,13602,20160726,0.031646103
6039070,3429,20160716,0.018583307
3675919,2601,20160708,0.008079177
4472350,9983,20160728,0.008438849
2107663,13602,20160728,0.033222098
2370319,12429,20160723,0.13866374
2370319,10418,20160711,0.0069517237
2765071,2978,20160721,0.017461756
2765071,13602,20160714,0.0057707783
3557647,13602,20160704,0.009100161
3557647,10438,20160712,0.008153858
2772751,13602,20160713,0.019045942
2772751,9983,20160714,0.0061218585
3428623,10438,20160706,0.0077972263
3428623,10418,20160704,0.013963574
3428623,3429,20160705,0.019401044
3428623,13602,20160724,0.011995828
3428623,2978,20160724,0.023250055
3298063,2978,20160731,0.017620495
3298063,10438,20160721,0.008787241
6893086,13602,20160727,0.04467808
2817295,13602,20160720,0.020230254
2953489,9983,20160704,0.011005258
5180962,13602,20160723,0.036701333
3647761,9983,20160724,0.023185961
4938274,3594,20160703,0.020799076
3913489,13602,20160704,0.28666177
3133201,13602,20160711,0.0400298
3019537,13602,20160703,0.02269174
6308386,13602,20160706,0.01289307
6308386,10438,20160706,0.018091341
2369809,13602,20160723,0.0039866148
2764561,10418,20160704,0.026102873
2764561,13602,20160712,0.015901892
2764561,10438,20160710,0.03022827
2764561,2978,20160703,0.35051388
7128610,9983,20160716,0.00842633
2127121,13602,20160723,0.015410641
2266897,2978,20160707,0.048493065
2266897,13602,20160703,0.053849768
2266897,3429,20160706,0.03115219
2266897,6749,20160726,0.20259954
3845905,5743,20160724,0.13479508
6913570,5840,20160723,0.022289209
3326737,2978,20160721,0.021367516
2680081,13602,20160704,0.48577762
2680081,8780,20160717,0.63086677
2680081,8780,20160722,0.32578152
5371426,13602,20160706,0.026309185
2819347,13602,20160728,0.023103131
4144915,13602,20160717,0.020538347
4144915,11799,20160717,0.015711633
3624211,11512,20160724,0.10618728
3624211,11512,20160715,0.5505283
3628819,12559,20160721,0.1258785
3628819,13602,20160703,0.07038159
2843923,13602,20160710,0.41835958
3636499,10418,20160711,0.0066265324
2588947,2623,20160702,0.22017841
3383059,1904,20160718,0.05843519
2870035,10418,20160701,0.009444084
2870035,2978,20160701,0.011023937
2870035,10438,20160724,0.007941762
2870035,13602,20160711,0.007772924
6037030,13602,20160714,0.011569513
2635027,807,20160716,0.08788836
3301651,2601,20160726,0.027371682
4540966,10418,20160706,0.013528629
5327398,13602,20160726,0.0070965323
2800915,10418,20160705,0.0059541697
2146579,4811,20160702,0.29920003
2146579,8137,20160701,0.7289344
2146579,8137,20160702,0.621991
2146579,8137,20160703,0.18675044
2146579,4811,20160709,0.11392713
6921766,13602,20160705,0.02735683
3854611,13602,20160729,0.10843341
3470611,11146,20160706,0.51438195
3470611,11146,20160710,0.08565776
3482389,8181,20160707,0.02489364
3877141,13602,20160706,0.01753696
4349482,8059,20160701,0.010935966
4349482,3429,20160726,0.0070793075
2964757,7419,20160709,0.066774786
4884010,13506,20160719,0.12025291
4884010,13506,20160719,0.12025291
4884010,13506,20160718,0.5603838
4884010,12455,20160714,0.04702996
4622890,6648,20160730,0.1725162
4622890,4785,20160727,0.16488464
2445589,2002,20160703,0.009992317
2445589,8059,20160720,0.012799571
2445589,13602,20160726,0.03193039
2445589,9983,20160730,0.008633662
6208042,9983,20160714,0.009104836
6208042,8059,20160716,0.013276061
6208042,3429,20160717,0.011144571
6208042,13602,20160719,0.0077962526
6994474,13602,20160713,0.0063590524
6994474,2978,20160710,0.01762316
6472234,8059,20160713,0.0111693
2456341,5933,20160717,0.7990974
2456341,1904,20160724,0.04231888
2456341,5933,20160723,0.29214972
3505429,10438,20160711,0.013216285
2723605,8059,20160703,0.02334593
7286314,9983,20160707,0.019273702
4668970,13602,20160725,0.009185601
3133717,3780,20160709,0.27684876
3133717,3743,20160710,0.13877861
3133717,10438,20160712,0.03130285
3791125,2911,20160713,0.029121526
4966954,785,20160729,0.028679902
5492266,7501,20160713,0.024905698
3809557,13602,20160724,0.0067527634
2762005,9599,20160726,0.04315245
4075285,11986,20160721,0.0260624
4075285,5215,20160721,0.0358291
2373397,13602,20160702,0.27895686
2373397,6911,20160721,0.13597718
3557653,13602,20160725,0.014124619
4090645,5488,20160719,0.08804207
4090645,3992,20160722,0.018177595
3566869,5562,20160709,0.03388314
5824042,4061,20160712,0.059194393
4776490,13602,20160719,0.005539886
5581354,13602,20160718,0.037565175
3447061,13602,20160703,0.0927712
6917674,8059,20160713,0.009976621
4119829,13602,20160726,0.01612852
2819863,4924,20160719,0.021225573
2300695,11799,20160725,0.006592641
4140823,2601,20160730,0.011146247
2442007,2149,20160701,0.4374397
2442007,2149,20160710,0.09742562
2442007,13624,20160701,0.29573837
2442007,7471,20160701,0.16429046
2442007,384,20160701,0.1297477
4898350,13602,20160720,0.019088367
3239191,10418,20160704,0.024045998
3239191,13602,20160724,0.16408774
3239191,9983,20160725,0.009110408
3110167,3429,20160702,0.009640065
3111703,13602,20160726,0.026890635
3899671,13602,20160723,0.007597524
4391470,3992,20160702,0.014660017
2878231,3992,20160704,0.061916545
2749207,8059,20160701,0.016256027
5761582,13602,20160704,0.04178334
2621719,9983,20160726,0.0064934082
2621719,13602,20160723,0.15762302
3147031,3992,20160729,0.031191844
7346734,9977,20160713,0.04733707
7346734,4405,20160701,0.029648587
7346734,3429,20160711,0.012737319
7346734,9183,20160713,0.044010192
7346734,8059,20160711,0.016299205
7346734,10210,20160719,0.031246327
7346734,11270,20160712,0.07492829
4213294,13602,20160715,0.038178273
2369815,3611,20160702,0.046039358
6053422,9983,20160714,0.01747527
2240791,613,20160723,0.048827123
2240791,8866,20160731,0.13215871
2240791,8866,20160722,0.62536675
2240791,1540,20160731,0.02527672
3558679,8239,20160706,0.024963288
6594094,4700,20160707,0.049481947
3174679,8499,20160723,0.06156306
3053335,10438,20160702,0.007363779
3053335,13602,20160721,0.015854353
3844375,2978,20160726,0.022530524
5595694,2978,20160703,0.02479077
6646318,10418,20160705,0.013694417
6938158,785,20160725,0.019992402
7208494,2978,20160729,0.021538574
4132633,2978,20160728,0.019126227
4132633,13602,20160721,0.0060007824
4362802,10438,20160719,0.0065015987
5158450,13602,20160709,0.010101095
2186521,13602,20160718,0.023474017
5683762,3429,20160706,0.017515022
5683762,2978,20160706,0.024663273
5425714,13602,20160715,0.038178273
6215218,13602,20160715,0.031649545
3240217,9983,20160714,0.006136554
6227506,3429,20160704,0.009246177
6227506,8059,20160704,0.011174242
2724121,13602,20160719,0.038550355
2601241,13602,20160725,0.083882436
5729842,13602,20160716,0.010298765
3522841,13602,20160727,0.0053981757
2737945,10438,20160722,0.009981365
3277081,9983,20160723,0.015698727
7084594,13602,20160718,0.03194291
5250610,9016,20160714,0.6277795
5250610,9016,20160719,0.32241702
5250610,9016,20160711,0.8058022
6313522,1904,20160723,0.021544997
3433753,9983,20160718,0.0055649956
3433753,13602,20160712,0.034058485
2648857,7083,20160726,0.06500333
2648857,11184,20160701,0.03959943
2389273,9967,20160719,0.0126165645
2389273,13602,20160727,0.008209247
2389273,6653,20160719,0.017442102
2129689,13602,20160725,0.015910333
5852722,13602,20160714,0.010135343
2926873,9559,20160722,0.10225106
5877298,2978,20160729,0.021652212
3988249,9983,20160721,0.015537017
3345691,10418,20160718,0.011950553
5928502,13602,20160728,0.030635348
2837275,9983,20160714,0.020435268
2837275,13602,20160728,0.0924415
2445595,10418,20160714,0.016545106
5691958,13320,20160728,0.02259188
6232630,8975,20160723,0.054333877
5203510,4277,20160702,0.0071396003
5203510,8059,20160705,0.018773733
4181275,10438,20160720,0.0076903505
4181275,13602,20160715,0.006974943
4450870,10418,20160718,0.012529997
4979254,13602,20160703,0.036887724
5781046,8912,20160713,0.012564518
2510107,9983,20160726,0.016702557
3691291,8426,20160719,0.03650781
2659099,13602,20160725,0.114829734
2659099,9983,20160721,0.010628246
2815771,9983,20160725,0.014927819
5633590,10418,20160710,0.007975562
5905978,9983,20160713,0.019839706
5905978,13602,20160713,0.03774856
2445085,2978,20160716,0.016118867
2445085,10418,20160707,0.012460686
3495709,13602,20160730,0.013056877
5432890,2002,20160718,0.014280625
3635485,13602,20160724,0.11849066
3113245,9983,20160714,0.022279635
7036474,4649,20160711,0.05686788
2475805,8059,20160715,0.021864092
3004189,5471,20160710,0.063114055
3004189,2911,20160727,0.04657815
7067194,2978,20160719,0.02184385
7067194,10418,20160719,0.01123337
2486557,13602,20160712,0.0400298
5767738,11200,20160703,0.10539688
5767738,2002,20160712,0.027996639
5767738,8059,20160717,0.01946233
5254714,12630,20160709,0.04138245
4735546,1699,20160702,0.011463447
6572602,13602,20160723,0.036701333
6578746,8059,20160711,0.025306683
2504989,785,20160731,0.042166032
5540410,1904,20160721,0.021092456
6852154,2978,20160722,0.023833714
3429661,1967,20160707,0.031086408
3563293,13602,20160723,0.011975082
3563293,9983,20160711,0.01571338
4508218,5933,20160729,0.0503413
2127133,13602,20160720,0.016218979
2127133,11986,20160721,0.029839862
2127133,9983,20160724,0.008197906
6879802,12913,20160705,0.5094199
6879802,12913,20160707,0.43416446
6385210,13602,20160715,0.020087697
2936605,10418,20160705,0.011182349
4827706,11576,20160711,0.19952889
4827706,8059,20160702,0.031531252
3987229,13602,20160724,0.117128536
3987229,9983,20160717,0.011187474
6974014,9983,20160711,0.0075583034
3625759,13602,20160724,0.018399063
3891487,13602,20160712,0.0400298
4161823,785,20160726,0.029495012
7020094,13602,20160711,0.052925043
7020094,3992,20160731,0.11399082
5453374,13602,20160729,0.10843341
3120415,5840,20160729,0.04608523
5195326,10438,20160711,0.014797172
6771262,9983,20160726,0.018652802
4691518,6574,20160719,0.034064673
5484094,8,20160707,0.029370409
3270943,8059,20160710,0.009538879
3536671,10418,20160712,0.007367754
2762527,10438,20160730,0.014915518
2896159,13602,20160725,0.031185655
2896159,9983,20160703,0.018310433
2112799,2978,20160717,0.018349744
3166495,13602,20160728,0.022487918
3166495,9983,20160721,0.008100907
5548606,3429,20160703,0.031275027
5548606,9983,20160712,0.028125629
2648863,1904,20160720,0.18407233
2648863,11894,20160720,0.33623105
2648863,11894,20160725,0.05310868
4513342,9063,20160725,0.3951419
4513342,3777,20160725,0.36604613
4513342,864,20160721,0.10941876
3046687,9983,20160714,0.020250192
2129695,13602,20160711,0.010439952
2138911,8306,20160727,0.040592965
2138911,9983,20160728,0.026007606
2138911,8059,20160728,0.014827247
2138911,13602,20160725,0.018813543
3194143,13602,20160716,0.0096931765
3194143,8059,20160712,0.04659785
3194143,9983,20160712,0.0094275
5100094,11799,20160727,0.0065314043
3341599,13602,20160706,0.01753696
4853314,13602,20160727,0.015319145
4853314,9983,20160711,0.010018947
4853314,8059,20160728,0.0140389
5378626,8224,20160721,0.03512683
2563873,13602,20160706,0.028325982
4142881,9983,20160728,0.0060920306
6201922,13602,20160704,0.06551218
3907873,13602,20160704,0.041752394
2597665,9983,20160706,0.019321278
5986882,8499,20160730,0.0805718
2993953,2601,20160720,0.009455774
2993953,13602,20160729,0.02842533
7301698,2978,20160722,0.023109859
4429378,4405,20160716,0.015796559
2218273,9983,20160727,0.019652031
2218273,13602,20160724,0.023675077
6272578,9983,20160728,0.012248802
3671329,3429,20160726,0.007527113
3671329,8059,20160712,0.01119937
4463170,13602,20160703,0.34269357
4463170,8012,20160728,0.07055892
2757409,13602,20160723,0.16156746
3818785,11894,20160720,0.05180713
3818785,11894,20160713,0.38457802
3818785,1904,20160713,0.19573939
6330946,3102,20160724,0.0912227
6330946,3102,20160716,0.514763
2649889,1904,20160704,0.019078048
3178273,2978,20160719,0.007033562
2921761,2601,20160713,0.008106285
6367810,13602,20160710,0.017311862
4272706,2978,20160705,0.016068703
4804162,10438,20160720,0.005776159
3586849,13662,20160711,0.051538363
3720481,2601,20160705,0.012158378
2811169,613,20160720,0.040199537
3602209,3429,20160729,0.0142268315
3602209,13602,20160726,0.007349089
3602209,9983,20160727,0.02356715
2821411,13602,20160728,0.030635348
7248454,13602,20160723,0.009601786
6471238,2601,20160728,0.020262958
6744646,13181,20160716,0.054522473
3111715,13602,20160718,0.04821869
6508102,3992,20160726,0.023183547
6787654,13602,20160727,0.0069062877
6787654,9983,20160705,0.016471596
6787654,3429,20160705,0.025255375
5755462,8059,20160704,0.009772939
7076422,9227,20160731,0.10051127
3804451,2978,20160702,0.021184668
6317638,807,20160723,0.101843305
5012038,10438,20160703,0.019555653
5012038,13602,20160727,0.13488728
2644771,2978,20160706,0.009751342
6600262,11894,20160721,0.02945779
6600262,1904,20160721,0.033449173
5297734,10418,20160724,0.0173172
2783011,8224,20160731,0.089736566
5838406,2096,20160727,0.16101843
5838406,2096,20160717,0.7154584
5841478,13602,20160715,0.038178273
2921251,8059,20160701,0.019398313
2921251,3429,20160701,0.009305031
2798371,2978,20160714,0.018956449
2798371,13602,20160714,0.0056046257
3325219,10438,20160701,0.00867428
3325219,10418,20160702,0.014253788
6391366,8012,20160722,0.05500603
5356102,13602,20160727,0.029855581
2552611,3438,20160723,0.07834378
7210570,11986,20160714,0.020852674
6691402,9983,20160703,0.0066288025
2166565,2978,20160713,0.0235694
3479845,10418,20160717,0.006505469
3479845,2978,20160724,0.017556697
5911114,8059,20160717,0.0069356454
2449189,2978,20160729,0.024558758
2449189,10438,20160705,0.01657243
2449189,10418,20160702,0.016741406
4378186,12807,20160729,0.14644748
4378186,12807,20160725,0.41932905
4378186,9983,20160724,0.02426345
7262794,2978,20160707,0.021487908
5183050,4811,20160703,0.5513515
5183050,4811,20160704,0.105107896
4925002,13602,20160715,0.006968176
6242890,13602,20160705,0.018193861
2741029,8182,20160706,0.2083202
3005221,1904,20160718,0.027407764
5256778,3780,20160711,0.14289725
5256778,10438,20160730,0.020037359
5256778,2978,20160716,0.023597492
4071205,10418,20160728,0.008488903
4998730,2978,20160724,0.015767924
2109733,1613,20160705,0.045985144
2909989,9983,20160722,0.012681101
3965221,13602,20160723,0.015410641
3707173,9983,20160718,0.007716518
4832842,2978,20160730,0.023364563
3206437,4138,20160728,0.1500569
2967847,5743,20160722,0.07818503
2577703,10438,20160704,0.013429347
3889447,5743,20160703,0.05677168
5458510,13602,20160728,0.09681723
5228110,5235,20160728,0.12486377
6549070,8059,20160703,0.03323439
4453966,13602,20160711,0.38512158
4453966,1499,20160711,0.13790648
4453966,1499,20160705,0.1935081
4453966,1499,20160715,0.13021432
3542311,8059,20160705,0.026965084
4994638,2978,20160724,0.027306084
4994638,10418,20160709,0.016063893
4994638,13602,20160724,0.012223571
2771239,8059,20160731,0.013887423
6082126,3095,20160727,0.044589307
6082126,10418,20160704,0.015834583
2261287,8182,20160705,0.12285911
2935591,11799,20160712,0.010286122
4561486,10418,20160711,0.0067744623
4561486,2978,20160720,0.008966528
6933070,13602,20160713,0.010632362
2683687,13602,20160724,0.0054761106
4904530,9983,20160710,0.006471061
2720041,11894,20160723,0.02926592
2720041,1904,20160723,0.032769248
2855209,10446,20160717,0.07945614
2855209,9983,20160718,0.022453573
3119401,13602,20160703,0.015754882
4947538,13602,20160726,0.09052506
4947538,9983,20160719,0.012609557
2875177,8059,20160729,0.011684735
2101033,13602,20160710,0.027090026
3412777,8596,20160722,0.06580905
3412777,8596,20160722,0.06580905
4213330,9280,20160708,0.057531014
4766290,13602,20160724,0.03305066
4244050,2601,20160718,0.008105104
2385193,10418,20160702,0.013443241
2385193,13602,20160706,0.056389526
4781650,4277,20160723,0.019116675
4781650,8059,20160712,0.05857605
4781650,3429,20160712,0.014414702
3448105,9983,20160701,0.010667824
3057961,9983,20160702,0.007967488
2409769,13602,20160726,0.029705008
2409769,9983,20160705,0.018072015
3601705,8059,20160703,0.033773016
3214123,10438,20160726,0.007925458
3214123,13602,20160726,0.024938624
6952534,10418,20160724,0.006963693
6430294,13602,20160727,0.009352819
6430294,9983,20160715,0.021211645
3229483,9983,20160716,0.0092064245
3760939,8446,20160714,0.35378125
2845483,13602,20160714,0.034658134
4158763,10418,20160711,0.007035094
7272022,10438,20160718,0.0067081065
5444182,11799,20160718,0.0066790474
4396630,8059,20160726,0.043044202
4396630,13602,20160713,0.040596105
4396630,9983,20160721,0.036119975
4396630,360,20160704,0.072209656
4396630,9288,20160707,0.1246671
3650347,13602,20160724,0.11849066
5468758,13072,20160710,0.2570957
5468758,13072,20160715,0.1297798
5468758,5647,20160708,0.2754873
3654955,13602,20160704,0.030705122
3654955,9983,20160704,0.006412189
6003286,10446,20160708,0.031274717
6528598,13602,20160722,0.035687774
3529003,1271,20160706,0.032498028
4713046,1092,20160726,0.04075546
4716118,1904,20160729,0.017833631
2625835,10438,20160703,0.007392989
3946795,2978,20160711,0.023300897
4498006,3095,20160714,0.021576442
2381611,12509,20160721,0.060695786
2381611,13602,20160729,0.029159069
2266411,2978,20160705,0.021487908
3318571,7660,20160709,0.021279275
2807083,13602,20160729,0.029188247
6687322,9983,20160704,0.011005258
2176813,13602,20160714,0.005063468
6450778,10418,20160719,0.011950553
2576173,6017,20160716,0.016882055
2970925,5178,20160726,0.6649861
2970925,5178,20160723,0.70132935
2970925,5178,20160721,0.8171639
2970925,5178,20160727,0.6168639
2970925,5178,20160720,0.83066905
2970925,5178,20160728,0.29140252
2970925,4727,20160702,0.4932116
2970925,5178,20160711,0.874492
2970925,4727,20160714,0.26072156
2970925,4727,20160729,0.10764112
2970925,5178,20160725,0.66899824
2970925,5178,20160722,0.7953424
5452378,13602,20160726,0.11056593
2737453,2601,20160717,0.009392874
2737453,13602,20160728,0.027641125
6005338,13602,20160724,0.032797605
6005338,11799,20160716,0.022168051
3791149,8306,20160717,0.33287907
3791149,8306,20160721,0.04619043
5492314,10418,20160705,0.0073836036
2748205,3159,20160723,0.6177048
2748205,3159,20160727,0.21850345
5234266,13602,20160714,0.004777285
5234266,2978,20160711,0.007602153
3666733,10901,20160707,0.037846394
3414829,4903,20160711,0.03046725
6834778,13602,20160706,0.28052524
2631469,10489,20160719,0.03894163
4076845,7557,20160730,0.07440917
4076845,825,20160730,0.06537434
2374957,9983,20160711,0.0065757674
6079066,10418,20160706,0.013886699
2391853,10523,20160714,0.029266076
6361690,13602,20160726,0.005114285
4828762,13602,20160703,0.072057456
4828762,6673,20160717,0.11516692
2287405,13602,20160714,0.0073627615
2287405,2978,20160729,0.02007752
3336493,13602,20160713,0.040727094
3729709,4893,20160724,0.026252752
2305327,10438,20160710,0.006309935
3484975,13602,20160703,0.0094036395
5159518,2978,20160731,0.021997616
4024111,1895,20160708,0.049812376
3643183,9565,20160716,0.10328496
4437598,11239,20160730,0.08987514
2228527,10086,20160707,0.15649308
3016495,1298,20160712,0.045875642
3672367,11799,20160714,0.0067891087
7359070,11093,20160725,0.7060879
7359070,11093,20160729,0.19793591
2372911,11541,20160730,0.1905617
2372911,13602,20160728,0.043162752
5270110,13602,20160723,0.040691428
2505007,13865,20160701,0.018252585
4079407,13602,20160705,0.042277146
2901295,13602,20160723,0.036701333
2910511,13602,20160723,0.037232686
3435823,8951,20160715,0.068165846
3309871,8,20160723,0.018916378
6111838,13602,20160714,0.005627999
3454255,10418,20160701,0.012913669
2144047,10418,20160705,0.010308976
2408239,9983,20160722,0.0067739524
2408239,13602,20160729,0.015439376
6661726,11799,20160725,0.017734496
6661726,13602,20160728,0.023525495
2959153,13602,20160724,0.03305066
2836273,13602,20160726,0.030532083
5674594,2978,20160728,0.02315163
4158769,13602,20160724,0.014258458
4648546,1442,20160706,0.01932543
2330929,9170,20160724,0.5094039
